Molecule ChEMBL ID,Smiles,Standard Relation,Standard Value,Standard Units,pChEMBL Value,R_squared,Hill_slope,IC50_CI_lower_uM,IC50_CI_upper_uM,Max_Response_Pct,Comment,Molecular Weight,AlogP,#RO5 Violations,Target Name
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',317.0,nM,6.5,0.992,1.141,0.277,0.362,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441433,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',55.0,nM,7.26,0.992,1.681,0.05,0.061,100.0,,521.65,3.44,1,Replicase polyprotein 1ab
CHEMBL5441989,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)OCCO2,'=',901.0,nM,6.04,0.934,1.756,0.649,1.249,100.0,,429.48,3.81,0,Replicase polyprotein 1ab
CHEMBL5441737,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)NCC2,'=',1273.0,nM,5.89,0.985,0.973,1.036,1.565,100.0,,371.47,2.6,0,Replicase polyprotein 1ab
CHEMBL5441633,CCNC(=O)c1cc2c(N[C@@H](C(=O)NC3CCOCC3)C(C)C)ncnc2[nH]1,'>',99500.0,nM,,0.444,1.397,,,100.0,Falls Outside The Dose Series,388.47,1.44,0,Replicase polyprotein 1ab
CHEMBL5441403,CNCc1cc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)co1,'=',2242.0,nM,5.65,0.995,1.579,2.027,2.479,100.0,,479.61,4.47,0,Replicase polyprotein 1ab
CHEMBL5441419,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc4nnn(C)c4c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',100.0,nM,7.0,0.973,1.343,0.081,0.123,100.0,,501.62,4.44,1,Replicase polyprotein 1ab
CHEMBL5483082,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)[S+]([O-])CCO2,'=',604.0,nM,6.22,0.995,1.114,0.542,0.674,100.0,,356.45,3.27,0,Replicase polyprotein 1ab
CHEMBL5441489,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(n1)OCCO2,'=',989.0,nM,6.0,0.996,1.144,0.893,1.095,100.0,,325.37,2.93,0,Replicase polyprotein 1ab
CHEMBL5441602,CS(=O)(=O)Nc1cccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)c1,'=',50419.0,nM,4.3,0.778,1.209,30.46,83.44,100.0,,403.42,1.28,0,Replicase polyprotein 1ab
CHEMBL5442149,c1nc(N[C@@H](c2ccc3c(c2)OCCO3)C2CCCC2)c2cc[nH]c2n1,'=',2230.0,nM,5.65,0.992,1.336,1.962,2.534,100.0,,350.42,4.07,0,Replicase polyprotein 1ab
CHEMBL5441544,COCc1noc(C)c1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'>',99500.0,nM,,0.727,0.54,,,100.0,Falls Outside The Dose Series,449.51,4.65,0,Replicase polyprotein 1ab
CHEMBL5441676,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1cccc(C(F)(F)F)c1,'=',83162.0,nM,4.08,0.931,1.463,66.99,103.23,100.0,,334.35,4.79,0,Replicase polyprotein 1ab
CHEMBL5442004,Cc1nn(C)nc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',27578.0,nM,4.56,0.924,0.884,19.73,38.55,100.0,,419.49,3.64,0,Replicase polyprotein 1ab
CHEMBL5441826,CC(=O)c1ccc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)o1,'=',1447.0,nM,5.84,0.965,0.955,1.083,1.934,100.0,,432.48,5.0,1,Replicase polyprotein 1ab
CHEMBL5441683,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccn(C)n3)cc12)c1ccc2c(c1)OCCO2,'=',1024.0,nM,5.99,0.987,1.189,0.861,1.218,100.0,,404.47,3.94,0,Replicase polyprotein 1ab
CHEMBL5441908,Cc1cocc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',2506.0,nM,5.6,0.996,1.182,2.284,2.75,100.0,,404.47,5.11,1,Replicase polyprotein 1ab
CHEMBL5441504,CCn1ncc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)n1,'=',1242.0,nM,5.91,0.994,1.161,1.103,1.399,100.0,,419.49,3.82,0,Replicase polyprotein 1ab
CHEMBL5441794,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc(C#N)nc3)cc12)c1ccc2c(c1)OCCO2,'=',2130.0,nM,5.67,0.97,0.616,1.592,2.851,100.0,,426.48,4.47,0,Replicase polyprotein 1ab
CHEMBL5441639,Cc1n[nH]c(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c1C,'=',5160.0,nM,5.29,0.94,0.799,3.532,7.538,100.0,,418.5,4.55,0,Replicase polyprotein 1ab
CHEMBL5441639,Cc1n[nH]c(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c1C,'=',4513.0,nM,5.35,0.969,0.96,3.466,5.875,100.0,,418.5,4.55,0,Replicase polyprotein 1ab
CHEMBL5441530,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)N(C)C(=O)CO2,'=',67368.0,nM,4.17,0.984,1.094,60.4,75.14,100.0,,351.41,3.12,0,Replicase polyprotein 1ab
CHEMBL5441854,COC(=O)c1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c[nH]1,'=',4972.0,nM,5.3,0.986,0.951,4.152,5.955,100.0,,447.5,4.32,0,Replicase polyprotein 1ab
CHEMBL5441589,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(-c4ccc(F)cc4)c3)cc12)c1ccc2c(c1)OCCO2,'=',27372.0,nM,4.56,0.904,0.73,18.49,40.51,100.0,,484.54,5.53,1,Replicase polyprotein 1ab
CHEMBL5441869,CNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)NC(=O)CO4)C(C)C)ncnc2[nH]1,'=',143.0,nM,6.84,0.993,1.083,0.126,0.163,100.0,,394.44,2.46,0,Replicase polyprotein 1ab
CHEMBL5441594,CNC(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)c12,'=',23342.0,nM,4.63,0.992,1.243,21.26,25.63,100.0,,427.53,2.85,0,Replicase polyprotein 1ab
CHEMBL5441943,CNC(=O)Cn1cc(-c2cc3c(N[C@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)cn1,'=',213.0,nM,6.67,0.993,1.158,0.187,0.243,100.0,,461.53,3.15,0,Replicase polyprotein 1ab
CHEMBL5441757,CNc1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)c12,'=',28921.0,nM,4.54,0.978,1.163,24.85,33.66,100.0,,353.43,3.58,0,Replicase polyprotein 1ab
CHEMBL5441670,CC(C)[C@@H](Nc1ccnc2[nH]ncc12)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,0.878,1.411,,,100.0,Falls Outside The Dose Series,370.48,3.49,0,Replicase polyprotein 1ab
CHEMBL5441984,Cc1ccc([C@@H](Nc2ncnc3[nH]ccc23)C(C)C)cc1S(C)(=O)=O,'=',7292.0,nM,5.14,0.995,1.155,6.549,8.119,100.0,,358.47,3.48,0,Replicase polyprotein 1ab
CHEMBL5441954,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3(F)CC3)cc12)c1ccc2c(c1)OCCO2,'=',1361.0,nM,5.87,0.993,1.248,1.197,1.549,100.0,,439.49,3.77,0,Replicase polyprotein 1ab
CHEMBL5441892,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3cnco3)cc12)c1ccc2c(c1)OCCO2,'=',1758.0,nM,5.75,0.985,1.124,1.453,2.128,100.0,,448.48,3.46,0,Replicase polyprotein 1ab
CHEMBL5441936,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3ncccn3)cc12)c1ccc2c(c1)OCCO2,'=',5873.0,nM,5.23,0.988,1.027,4.942,6.98,100.0,,459.51,3.26,0,Replicase polyprotein 1ab
CHEMBL5441626,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCc3cnco3)cc12)c1ccc2c(c1)OCCO2,'=',954.0,nM,6.02,0.992,1.188,0.83,1.096,100.0,,462.51,3.5,0,Replicase polyprotein 1ab
CHEMBL5441518,Cc1ncn(C)c1NC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',19669.0,nM,4.71,0.962,1.282,15.68,24.68,100.0,,461.53,3.83,0,Replicase polyprotein 1ab
CHEMBL5441727,CC(C)[C@@H](Nc1n[nH]c2ncccc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',43542.0,nM,4.36,0.952,1.326,35.89,52.82,100.0,,370.48,3.49,0,Replicase polyprotein 1ab
CHEMBL5441390,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,'=',100.0,nM,7.0,0.992,1.585,0.089,0.113,100.0,,441.56,3.24,0,Replicase polyprotein 1ab
CHEMBL5441476,CC(C)[C@@H](Nc1ncnc2[nH]cnc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',1322.0,nM,5.88,0.987,1.206,1.105,1.581,100.0,,371.47,2.88,0,Replicase polyprotein 1ab
CHEMBL5441546,CC(C)[C@@H](Nc1ncnc2[nH]c([C@@]3(O)CCCNC3)cc12)c1ccc2c(c1)OCCO2,'=',13947.0,nM,4.86,0.985,1.192,11.91,16.33,100.0,,423.52,3.11,0,Replicase polyprotein 1ab
CHEMBL5441413,CNC(=O)Cn1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)cn1,'=',30.0,nM,7.52,0.987,1.405,0.027,0.034,100.0,,507.62,3.1,1,Replicase polyprotein 1ab
CHEMBL5441748,CCc1[nH]nnc1NC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',4420.0,nM,5.36,0.991,1.222,3.808,5.13,100.0,,462.51,3.47,0,Replicase polyprotein 1ab
CHEMBL5441891,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)N(C)CC2,'=',5756.0,nM,5.24,0.996,1.307,5.228,6.338,100.0,,385.49,2.94,0,Replicase polyprotein 1ab
CHEMBL5441506,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCC3(CO)CC3)cc12)c1ccc2c(c1)OCCO2,'=',802.0,nM,6.1,0.996,1.323,0.729,0.883,100.0,,451.53,3.04,0,Replicase polyprotein 1ab
CHEMBL5441603,CNCc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)NC(=O)CO5)C(C)C)ncnc3[nH]2)co1,'=',187.0,nM,6.73,0.992,1.233,0.164,0.213,100.0,,446.51,4.08,0,Replicase polyprotein 1ab
CHEMBL5441756,CCNC(=O)c1cc2c(N[C@@H](CCc3cccc(NS(C)(=O)=O)c3)C(C)C)ncnc2[nH]1,'>',99500.0,nM,,0.97,1.21,,,100.0,Falls Outside The Dose Series,458.59,3.15,0,Replicase polyprotein 1ab
CHEMBL5441980,COCCn1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c(C#N)n1,'=',676.0,nM,6.17,0.977,1.331,0.544,0.841,100.0,,473.54,3.92,0,Replicase polyprotein 1ab
CHEMBL5441653,Cc1nnn(C)c1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',8667.0,nM,5.06,0.989,0.976,7.483,10.04,100.0,,419.49,3.64,0,Replicase polyprotein 1ab
CHEMBL5441652,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)NC(=O)CO2,'=',213.0,nM,6.67,0.93,1.18,0.147,0.309,100.0,,442.48,3.37,0,Replicase polyprotein 1ab
CHEMBL5442152,Cc1nn(CC(N)=O)cc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',330.0,nM,6.48,0.992,1.194,0.288,0.378,100.0,,461.53,3.2,0,Replicase polyprotein 1ab
CHEMBL5441472,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cc(-c4ccccc4)n[nH]3)cc12)c1ccc2c(c1)OCCO2,'>',99500.0,nM,,0.365,0.5,,,100.0,Falls Outside The Dose Series,466.55,5.6,1,Replicase polyprotein 1ab
CHEMBL5441625,Cc1noc2ncc(-c3cc4c(N[C@@H](c5ccc6c(c5)OCCO6)C(C)C)ncnc4[nH]3)cc12,'=',3000.0,nM,5.52,0.984,0.911,2.482,3.625,100.0,,456.51,5.05,1,Replicase polyprotein 1ab
CHEMBL5441752,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cccc(Cn4ccnc4)c3)cc12)c1ccc2c(c1)OCCO2,'>',99500.0,nM,,0.681,0.5,,,100.0,Falls Outside The Dose Series,480.57,5.45,1,Replicase polyprotein 1ab
CHEMBL5441634,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C4CC4)c3)cc12)c1ccc2c(c1)OCCO2,'=',998.0,nM,6.0,0.994,1.289,0.891,1.119,100.0,,430.51,4.74,0,Replicase polyprotein 1ab
CHEMBL5442056,O=C(O)C[C@@H](NC(=O)c1cc2[nH]ccc2cn1)c1ccc(Br)cc1,'=',6825.0,nM,5.17,0.994,1.316,6.107,7.627,100.0,,388.22,3.27,0,Replicase polyprotein 1ab
CHEMBL5441706,CCCn1nccc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',2452.0,nM,5.61,0.99,0.983,2.104,2.856,100.0,,432.53,4.81,0,Replicase polyprotein 1ab
CHEMBL5441664,Cc1occc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',8993.0,nM,5.05,0.975,1.105,7.247,11.16,100.0,,404.47,5.11,1,Replicase polyprotein 1ab
CHEMBL5442036,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)NC(=O)CO2,'=',250.0,nM,6.6,0.955,1.209,0.184,0.34,100.0,,461.49,1.84,0,Replicase polyprotein 1ab
CHEMBL5441525,CC(C)[C@@H](Nc1ncnc2[nH]c([C@@H]3CCCNC3)cc12)c1ccc2c(c1)OCCO2,'=',5190.0,nM,5.29,0.987,1.243,4.377,6.154,100.0,,407.52,4.01,0,Replicase polyprotein 1ab
CHEMBL5441849,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2nn[nH]c2c1,'=',3497.0,nM,5.46,0.993,1.288,3.096,3.95,100.0,,307.36,3.04,0,Replicase polyprotein 1ab
CHEMBL5442019,Cc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)co1,'=',8696.0,nM,5.06,0.981,1.023,7.108,10.64,100.0,,404.47,5.11,1,Replicase polyprotein 1ab
CHEMBL5441918,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Cl)cc1,'=',2784.0,nM,5.55,0.994,1.162,2.48,3.126,100.0,,344.76,2.56,0,Replicase polyprotein 1ab
CHEMBL5441435,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',25.0,nM,7.6,0.993,2.175,0.023,0.027,100.0,,475.58,3.76,0,Replicase polyprotein 1ab
CHEMBL5442064,CC(C)[C@@H](NC(=O)c1ccnc2ccccc12)c1ccc2c(c1)OCCO2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,362.43,4.13,0,Replicase polyprotein 1ab
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',411.0,nM,6.39,0.997,1.344,0.379,0.445,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441825,COC[C@@H]1C[C@@H]1CNc1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,'=',44506.0,nM,4.35,0.986,1.169,39.89,49.66,100.0,,423.47,2.6,0,Replicase polyprotein 1ab
CHEMBL5441825,COC[C@@H]1C[C@@H]1CNc1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,'=',43915.0,nM,4.36,0.972,1.173,37.46,51.48,100.0,,423.47,2.6,0,Replicase polyprotein 1ab
CHEMBL5441514,O=C(O)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(NCC2C[C@@H](O)[C@@H](O)C2)cc1,'=',27477.0,nM,4.56,0.979,1.169,23.56,32.05,100.0,,439.47,1.45,1,Replicase polyprotein 1ab
CHEMBL5442033,CC(C)[C@@H](Nc1ncnc2ccccc12)c1ccc2c(c1)OCCO2,'=',59922.0,nM,4.22,0.972,1.2,51.95,69.11,100.0,,335.41,4.21,0,Replicase polyprotein 1ab
CHEMBL5441876,c1nc(NCc2ccc3c(c2)OCCO3)c2cc[nH]c2n1,'=',93874.0,nM,4.03,0.927,1.029,71.93,122.52,100.0,,282.3,2.34,0,Replicase polyprotein 1ab
CHEMBL5441841,O=C(N[C@@H](Cc1nn[nH]n1)c1ccc(Br)cc1)c1ncnc2[nH]ccc12,'=',2115.0,nM,5.67,0.985,1.256,1.756,2.548,100.0,,413.24,1.95,0,Replicase polyprotein 1ab
CHEMBL5441501,c1nc(Nc2ccc3c(c2)OCO3)c2cc[nH]c2n1,'>',99500.0,nM,,0.427,2.501,,,100.0,Falls Outside The Dose Series,254.25,2.43,0,Replicase polyprotein 1ab
CHEMBL5441937,O=C(O)C[C@@H](NC(=O)c1ccc(NC(=O)NC2CC2)cc1)c1cccc(O)c1,'=',9045.0,nM,5.04,0.993,1.195,8.074,10.13,100.0,,383.4,2.62,0,Replicase polyprotein 1ab
CHEMBL5442096,c1ccc2c(c1)OCC[C@@H]2Nc1ncnc2[nH]ccc12,'>',99500.0,nM,,0.87,1.043,,,100.0,Falls Outside The Dose Series,266.3,2.89,0,Replicase polyprotein 1ab
CHEMBL5441605,CC(=O)Nc1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,'=',14513.0,nM,4.84,0.98,1.3,12.15,17.33,100.0,,367.37,1.86,0,Replicase polyprotein 1ab
CHEMBL5441635,c1nc(N[C@@H](c2ccc3c(c2)OCCO3)C2CCC2)c2cc[nH]c2n1,'=',6522.0,nM,5.19,0.951,1.364,4.633,9.181,100.0,,336.39,3.68,0,Replicase polyprotein 1ab
CHEMBL5442104,O=C(O)C[C@@H](NC(=O)c1ccc(NC(=O)NC2CC2)cc1)c1cccc(F)c1,'=',27312.0,nM,4.56,0.986,1.355,24.26,30.75,100.0,,385.4,3.06,0,Replicase polyprotein 1ab
CHEMBL5441773,O[C@@H]1CCCC[C@@H]1Nc1ncnc2[nH]ccc12,'>',99500.0,nM,,0.884,1.408,,,100.0,Falls Outside The Dose Series,232.29,1.67,0,Replicase polyprotein 1ab
CHEMBL5441400,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',13.0,nM,7.89,0.907,1.55,0.01,0.017,100.0,,475.58,3.76,0,Replicase polyprotein 1ab
CHEMBL5441435,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',22250.0,nM,4.65,0.987,1.197,19.66,25.19,100.0,,475.58,3.76,0,Replicase polyprotein 1ab
CHEMBL5441993,Cn1ncc(-c2cc3c(N[C@H](c4ccc5c(n4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N,'=',4957.0,nM,5.3,0.994,1.426,4.44,5.535,100.0,,444.5,3.6,0,Replicase polyprotein 1ab
CHEMBL5441568,CC(C)[C@@H]1C[C@@H](Nc2ncnc3[nH]ccc23)CCO1,'>',99500.0,nM,,0.15,6.121,,,100.0,Falls Outside The Dose Series,260.34,2.57,0,Replicase polyprotein 1ab
CHEMBL5442150,c1ccc2c(N[C@@H](c3ccc4c(c3)OCCO4)C3CC3)ncnc2c1,'>',99500.0,nM,,0.882,1.681,,,100.0,Falls Outside The Dose Series,333.39,3.96,0,Replicase polyprotein 1ab
CHEMBL5441511,CC(C)[C@@H](Nc1ncnc2[nH]c3cc(F)ccc3c12)c1ccc2c(c1)OCCO2,'=',10045.0,nM,5.0,0.984,1.361,8.501,11.87,100.0,,392.43,4.83,0,Replicase polyprotein 1ab
CHEMBL5441883,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cc[nH]n3)cc12)c1ccc2c(c1)OCCO2,'=',1809.0,nM,5.74,0.979,1.312,1.477,2.217,100.0,,390.45,3.93,0,Replicase polyprotein 1ab
CHEMBL5441561,C[C@@H](Nc1ncnc2[nH]ccc12)[C@@H]1CCOC1,'>',99500.0,nM,,0.542,1.138,,,100.0,Falls Outside The Dose Series,232.29,1.79,0,Replicase polyprotein 1ab
CHEMBL5441651,N=C(N)C[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,387.24,2.52,0,Replicase polyprotein 1ab
CHEMBL5441489,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(n1)OCCO2,'=',1286.0,nM,5.89,0.954,1.35,0.921,1.794,100.0,,325.37,2.93,0,Replicase polyprotein 1ab
CHEMBL5441935,CC(=O)Nc1cccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)c1,'=',25792.0,nM,4.59,0.851,1.355,16.41,40.53,100.0,,367.37,1.86,0,Replicase polyprotein 1ab
CHEMBL5441416,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)OCCO2,'=',522.0,nM,6.28,0.962,1.151,0.385,0.707,100.0,,429.48,3.81,0,Replicase polyprotein 1ab
CHEMBL5441416,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)OCCO2,'=',436.0,nM,6.36,0.988,1.065,0.368,0.515,100.0,,429.48,3.81,0,Replicase polyprotein 1ab
CHEMBL5441441,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,'=',383.0,nM,6.42,0.983,1.127,0.315,0.466,100.0,,447.5,2.89,0,Replicase polyprotein 1ab
CHEMBL5441555,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnoc3)cc12)c1ccc2c(c1)OCCO2,'>',99500.0,nM,,0.948,0.783,,,100.0,Falls Outside The Dose Series,391.43,4.19,0,Replicase polyprotein 1ab
CHEMBL5441815,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1cc2c(cn1)OCCO2,'=',5927.0,nM,5.23,0.988,1.355,5.034,6.977,100.0,,325.37,2.93,0,Replicase polyprotein 1ab
CHEMBL5441927,COc1ccc([C@@H](CC(=O)O)NC(=O)c2cc3cccc(NC(=O)NC4CC4)c3[nH]2)cc1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,436.47,3.41,0,Replicase polyprotein 1ab
CHEMBL5441784,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)C(=O)NCC2,'=',2443.0,nM,5.61,0.991,1.321,2.118,2.818,100.0,,335.41,3.05,0,Replicase polyprotein 1ab
CHEMBL5441407,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)NC(=O)CO2,'=',722.0,nM,6.14,0.995,1.129,0.643,0.81,100.0,,337.38,3.1,0,Replicase polyprotein 1ab
CHEMBL5442059,O=C(Nc1cccc2c(C(=O)N[C@@H]3c4ccccc4C[C@@H]3C(=O)O)c[nH]c12)NC1CC1,'=',1853.0,nM,5.73,0.995,1.018,1.645,2.088,100.0,,418.45,3.18,0,Replicase polyprotein 1ab
CHEMBL5441920,Cc1nnc(Nc2ccc(C(=O)N[C@H]3c4cccc(O)c4C[C@H]3C(=O)O)cc2)o1,'>',99500.0,nM,,0.625,1.092,,,100.0,Falls Outside The Dose Series,394.39,2.56,0,Replicase polyprotein 1ab
CHEMBL5441537,O=C(O)[C@@H](CC1CC1)Nc1ncnc2[nH]ccc12,'>',99500.0,nM,,0.917,1.105,,,100.0,Falls Outside The Dose Series,246.27,1.62,0,Replicase polyprotein 1ab
CHEMBL5441749,CCn1nccc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',1290.0,nM,5.89,0.992,1.295,1.133,1.468,100.0,,418.5,4.42,0,Replicase polyprotein 1ab
CHEMBL5442015,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C(C)C)c3)cc12)c1ccc2c(c1)OCCO2,'=',757.0,nM,6.12,0.991,1.2,0.653,0.876,100.0,,432.53,4.98,0,Replicase polyprotein 1ab
CHEMBL5441764,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn([C@@H](C)C(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,'=',422.0,nM,6.38,0.995,1.26,0.378,0.471,100.0,,461.53,3.45,0,Replicase polyprotein 1ab
CHEMBL5441849,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2nn[nH]c2c1,'=',4030.0,nM,5.39,0.995,1.181,3.616,4.491,100.0,,307.36,3.04,0,Replicase polyprotein 1ab
CHEMBL5441823,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)NC(=O)CO2,'=',270.0,nM,6.57,0.989,1.322,0.232,0.314,100.0,,460.5,2.45,0,Replicase polyprotein 1ab
CHEMBL5441976,CNc1cc(N[C@@H](c2ccc3c(c2)S(=O)(=O)CCC3)C(C)C)ncn1,'=',6078.0,nM,5.22,0.991,1.142,5.295,6.977,100.0,,360.48,3.05,0,Replicase polyprotein 1ab
CHEMBL5441682,CNC(=O)c1c[nH]c2ncnc(N[C@@H](c3ccc4c(c3)NC(=O)CO4)C(C)C)c12,'=',306.0,nM,6.51,0.997,1.608,0.284,0.33,100.0,,394.44,2.46,0,Replicase polyprotein 1ab
CHEMBL5441632,CO[C@H]1C[C@@H](C(=O)O)N(c2ncnc3[nH]ccc23)C1,'=',79412.0,nM,4.1,0.96,1.208,67.33,93.66,100.0,,262.27,0.64,0,Replicase polyprotein 1ab
CHEMBL5441600,O=C(O)[C@@H]1CC2(CCCCC2)CN1c1ncnc2[nH]ccc12,'>',99500.0,nM,,0.83,1.41,,,100.0,Falls Outside The Dose Series,300.36,2.57,0,Replicase polyprotein 1ab
