Molecule ChEMBL ID,Smiles,Standard Relation,Standard Value,Standard Units,pChEMBL Value,R_squared,Hill_slope,IC50_CI_lower_uM,IC50_CI_upper_uM,Max_Response_Pct,Comment,Molecular Weight,AlogP,#RO5 Violations,Target Name
CHEMBL5442023,N#Cc1ccc(C(=O)Nc2ccc(C(=O)N[C@@H]3c4ccccc4C[C@@H]3C(=O)O)cc2)cc1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,425.44,3.54,0,Replicase polyprotein 1ab
CHEMBL5441428,CC(C)[C@@H](Nc1ncnc2[nH]c(C(N)=O)cc12)c1ccc2c(c1)OCCO2,'=',466.0,nM,6.33,0.992,1.046,0.403,0.539,100.0,,367.41,2.64,0,Replicase polyprotein 1ab
CHEMBL5441608,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,'=',90037.0,nM,4.05,0.954,1.279,76.05,106.59,100.0,,447.5,2.89,0,Replicase polyprotein 1ab
CHEMBL5441788,CC(C)[C@@H](Nc1ncnc2[nH]cc(S(=O)(=O)N(C)C)c12)c1ccc2c(c1)OCCO2,'=',3981.0,nM,5.4,0.905,0.79,2.426,6.531,100.0,,431.52,2.79,0,Replicase polyprotein 1ab
CHEMBL5441423,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CCC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,'=',274.0,nM,6.56,0.974,1.293,0.219,0.345,100.0,,461.53,3.28,0,Replicase polyprotein 1ab
CHEMBL5441591,COC(=O)c1coc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)c1,'=',10116.0,nM,5.0,0.975,0.956,8.038,12.73,100.0,,448.48,4.58,0,Replicase polyprotein 1ab
CHEMBL5441664,Cc1occc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',9514.0,nM,5.02,0.984,1.16,8.037,11.26,100.0,,404.47,5.11,1,Replicase polyprotein 1ab
CHEMBL5442019,Cc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)co1,'=',17040.0,nM,4.77,0.987,1.203,14.46,20.09,100.0,,404.47,5.11,1,Replicase polyprotein 1ab
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',701.0,nM,6.15,0.981,1.21,0.561,0.875,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',440.0,nM,6.36,0.96,0.987,0.303,0.639,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',461.0,nM,6.34,0.985,1.124,0.381,0.556,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',1102.0,nM,5.96,0.985,0.999,0.904,1.344,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',516.0,nM,6.29,0.995,1.168,0.481,0.553,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441699,O=C(Nc1ccccc1)Nc1ccc(C(=O)NC2c3cccc(O)c3CC2C(=O)O)cc1,'=',374.0,nM,6.43,0.997,1.213,0.343,0.408,100.0,,431.45,3.76,0,Replicase polyprotein 1ab
CHEMBL5441417,CC(C)[C@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',93.0,nM,7.03,0.997,1.195,0.085,0.101,100.0,,370.48,3.49,0,Replicase polyprotein 1ab
CHEMBL5441417,CC(C)[C@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',138.0,nM,6.86,0.992,1.228,0.121,0.157,100.0,,370.48,3.49,0,Replicase polyprotein 1ab
CHEMBL5441420,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',36.0,nM,7.44,0.983,1.408,0.031,0.041,100.0,,450.57,3.89,0,Replicase polyprotein 1ab
CHEMBL5441672,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)Nc3cnccc3O)cc12)c1ccc2c(c1)OCCO2,'=',17943.0,nM,4.75,0.993,1.166,16.22,19.85,100.0,,460.49,3.89,0,Replicase polyprotein 1ab
CHEMBL5441771,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCC(F)F)cc12)c1ccc2c(c1)OCCO2,'=',837.0,nM,6.08,0.996,1.225,0.758,0.925,100.0,,445.47,3.92,0,Replicase polyprotein 1ab
CHEMBL5441950,CC(=O)N1CC(NC(=O)c2cc3c(N[C@@H](c4ccc5c(c4)OCCO5)C(C)C)ncnc3[nH]2)C1,'=',793.0,nM,6.1,0.993,1.134,0.696,0.905,100.0,,464.53,2.5,0,Replicase polyprotein 1ab
CHEMBL5441626,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCc3cnco3)cc12)c1ccc2c(c1)OCCO2,'=',1914.0,nM,5.72,0.988,1.084,1.617,2.267,100.0,,462.51,3.5,0,Replicase polyprotein 1ab
CHEMBL5441913,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)Nc3cnoc3)cc12)c1ccc2c(c1)OCCO2,'=',5692.0,nM,5.25,0.958,0.857,4.123,7.859,100.0,,434.46,3.78,0,Replicase polyprotein 1ab
CHEMBL5442087,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NC3CN(C)C3)cc12)c1ccc2c(c1)OCCO2,'=',1445.0,nM,5.84,0.995,1.38,1.31,1.593,100.0,,436.52,2.58,0,Replicase polyprotein 1ab
CHEMBL5441868,O=C1NCCc2ccc(CNc3ncnc4[nH]ccc34)cc21,'>',99500.0,nM,,0.89,1.536,,,100.0,Falls Outside The Dose Series,293.33,1.86,0,Replicase polyprotein 1ab
CHEMBL5441414,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(n1)OCCO2,'=',29.0,nM,7.54,0.956,1.182,0.023,0.036,100.0,,430.47,3.21,0,Replicase polyprotein 1ab
CHEMBL5442017,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)Nc3ncco3)cc12)c1ccc2c(c1)OCCO2,'=',5891.0,nM,5.23,0.982,1.171,4.8,7.23,100.0,,434.46,3.78,0,Replicase polyprotein 1ab
CHEMBL5441495,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCc3ccno3)cc12)c1ccc2c(c1)OCCO2,'=',829.0,nM,6.08,0.995,1.385,0.751,0.915,100.0,,448.48,3.46,0,Replicase polyprotein 1ab
CHEMBL5441977,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)NCCc3c[nH]nn3)cc12)c1ccc2c(c1)OCCO2,'=',1291.0,nM,5.89,0.996,1.265,1.181,1.411,100.0,,462.51,2.63,0,Replicase polyprotein 1ab
CHEMBL5441748,CCc1[nH]nnc1NC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',4281.0,nM,5.37,0.995,1.215,3.846,4.764,100.0,,462.51,3.47,0,Replicase polyprotein 1ab
CHEMBL5441401,CNCc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)co1,'=',25.0,nM,7.6,0.988,1.38,0.023,0.028,100.0,,479.61,4.47,0,Replicase polyprotein 1ab
CHEMBL5441735,CNc1nccc(N[C@@H](c2ccc3c(c2)S(=O)(=O)CCC3)C(C)C)n1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,360.48,3.05,0,Replicase polyprotein 1ab
CHEMBL5441482,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CO2,'=',3623.0,nM,5.44,0.978,1.004,2.859,4.592,100.0,,358.42,2.89,0,Replicase polyprotein 1ab
CHEMBL5442140,CCNC(=O)c1cc2c(N[C@@H](CC(=O)Nc3cnn(C(C)C)c3)C(C)C)ncnc2[nH]1,'=',23521.0,nM,4.63,0.99,1.209,21.19,26.11,100.0,,426.53,2.95,0,Replicase polyprotein 1ab
CHEMBL5441707,CCNC(=O)c1cc2c(N[C@@H](c3cc4c(cc3Cl)OCO4)C(C)C)ncnc2[nH]1,'=',4918.0,nM,5.31,0.989,1.115,4.224,5.725,100.0,,415.88,3.9,0,Replicase polyprotein 1ab
CHEMBL5441993,Cn1ncc(-c2cc3c(N[C@H](c4ccc5c(n4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N,'=',2327.0,nM,5.63,0.98,0.993,1.863,2.907,100.0,,444.5,3.6,0,Replicase polyprotein 1ab
CHEMBL5441993,Cn1ncc(-c2cc3c(N[C@H](c4ccc5c(n4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N,'=',2416.0,nM,5.62,0.997,1.527,2.249,2.597,100.0,,444.5,3.6,0,Replicase polyprotein 1ab
CHEMBL5441403,CNCc1cc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)co1,'=',1913.0,nM,5.72,0.996,1.499,1.751,2.089,100.0,,479.61,4.47,0,Replicase polyprotein 1ab
CHEMBL5441401,CNCc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)co1,'=',19.0,nM,7.72,0.978,1.261,0.016,0.022,100.0,,479.61,4.47,0,Replicase polyprotein 1ab
CHEMBL5441404,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(n1)NC(=O)CO2,'=',101.0,nM,7.0,0.995,1.188,0.092,0.111,100.0,,443.47,2.77,0,Replicase polyprotein 1ab
CHEMBL5441413,CNC(=O)Cn1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)cn1,'=',16.0,nM,7.8,0.993,1.549,0.015,0.017,100.0,,507.62,3.1,1,Replicase polyprotein 1ab
CHEMBL5441397,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)NCC2,'=',57.0,nM,7.24,0.997,1.227,0.054,0.061,100.0,,451.56,3.0,0,Replicase polyprotein 1ab
CHEMBL5441787,COC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)CCN4)C(C)C)ncnc2[nH]1,'=',28794.0,nM,4.54,0.989,1.385,26.03,31.85,100.0,,365.44,3.52,0,Replicase polyprotein 1ab
CHEMBL5441391,Cn1ncc(-c2cc3c(N[C@@H](c4ccc5c(n4)OCCO5)C(C)(C)C)ncnc3[nH]2)c1C#N,'=',30.0,nM,7.52,0.997,1.442,0.028,0.032,100.0,,444.5,3.6,0,Replicase polyprotein 1ab
CHEMBL5441405,CNCc1cc(-c2cc3c(N[C@@H](c4ccc5c(c4)S(=O)(=O)NCC5)C(C)C)ncnc3[nH]2)co1,'=',70.0,nM,7.16,0.966,1.474,0.055,0.089,100.0,,480.59,3.58,0,Replicase polyprotein 1ab
CHEMBL5441824,CC(C)[C@H](Nc1ncnc2[nH]cc(C(=O)NC3CC3)c12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',3902.0,nM,5.41,0.997,1.232,3.589,4.242,100.0,,453.57,3.38,0,Replicase polyprotein 1ab
CHEMBL5441847,CC(C)c1n[nH]cc1-c1cc2c(N[C@@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,'=',2010.0,nM,5.7,0.993,1.08,1.754,2.305,100.0,,432.53,5.05,1,Replicase polyprotein 1ab
CHEMBL5441882,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cn(C)nc3C#N)cc12)c1ccc2c(c1)OCCO2,'=',871.0,nM,6.06,0.993,1.23,0.767,0.989,100.0,,429.48,3.81,0,Replicase polyprotein 1ab
CHEMBL5441882,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cn(C)nc3C#N)cc12)c1ccc2c(c1)OCCO2,'=',843.0,nM,6.07,0.99,1.23,0.723,0.983,100.0,,429.48,3.81,0,Replicase polyprotein 1ab
CHEMBL5441759,CC(C)[C@H](Oc1cc(N)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,'=',59840.0,nM,4.22,0.971,1.175,51.56,69.44,100.0,,347.44,2.55,0,Replicase polyprotein 1ab
CHEMBL5441503,CC(C)[C@H](Nc1ncnc2ccoc12)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,0.437,0.993,,,100.0,Falls Outside The Dose Series,371.46,3.75,0,Replicase polyprotein 1ab
CHEMBL5441824,CC(C)[C@H](Nc1ncnc2[nH]cc(C(=O)NC3CC3)c12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',4275.0,nM,5.37,0.992,1.273,3.748,4.877,100.0,,453.57,3.38,0,Replicase polyprotein 1ab
CHEMBL5441394,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',23.0,nM,7.64,0.994,1.588,0.021,0.025,100.0,,493.59,2.84,0,Replicase polyprotein 1ab
CHEMBL5441420,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',19.0,nM,7.72,0.99,1.452,0.017,0.021,100.0,,450.57,3.89,0,Replicase polyprotein 1ab
CHEMBL5441387,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)N[C@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',54.0,nM,7.27,0.997,1.254,0.05,0.058,100.0,,496.64,2.92,0,Replicase polyprotein 1ab
CHEMBL5441430,CNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,'=',60.0,nM,7.22,0.948,1.235,0.044,0.083,100.0,,427.53,2.85,0,Replicase polyprotein 1ab
CHEMBL5441459,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cccc(-n4cnnn4)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',241.0,nM,6.62,0.994,1.229,0.216,0.269,100.0,,514.62,4.13,1,Replicase polyprotein 1ab
CHEMBL5442158,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccnc(OCCN(C)C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',114.0,nM,6.94,0.974,1.633,0.092,0.141,100.0,,534.69,4.49,1,Replicase polyprotein 1ab
CHEMBL5442054,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cn[nH]c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',63.0,nM,7.2,0.985,1.449,0.054,0.074,100.0,,436.54,3.88,0,Replicase polyprotein 1ab
CHEMBL5441697,CCNC(=O)c1cc2c(N[C@H](c3ccccc3N(C)S(C)(=O)=O)C(C)C)ncnc2[nH]1,'>',99500.0,nM,,0.367,0.555,,,100.0,Falls Outside The Dose Series,444.56,2.91,0,Replicase polyprotein 1ab
CHEMBL5441791,CC(=O)N1CCN(Cc2cccc(-c3cc4c(N[C@@H](c5ccc6c(c5)S(=O)(=O)CCC6)C(C)C)ncnc4[nH]3)c2)CC1,'=',325.0,nM,6.49,0.989,1.358,0.279,0.378,100.0,,586.76,4.82,1,Replicase polyprotein 1ab
CHEMBL5441987,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnc4c(c3)nnn4C)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',131.0,nM,6.88,0.996,1.247,0.119,0.144,100.0,,502.6,3.83,1,Replicase polyprotein 1ab
CHEMBL5441510,CC(=O)Nc1ccc(-c2cc3c(N[C@@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)cc1F,'=',120.0,nM,6.92,0.89,1.321,0.078,0.185,100.0,,521.62,5.25,2,Replicase polyprotein 1ab
CHEMBL5441510,CC(=O)Nc1ccc(-c2cc3c(N[C@@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)cc1F,'=',206.0,nM,6.69,0.891,0.971,0.127,0.334,100.0,,521.62,5.25,2,Replicase polyprotein 1ab
CHEMBL5441855,CC(C)[C@H](Nc1ncnc2c1CNCC2)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,0.4,0.5,,,100.0,Falls Outside The Dose Series,386.52,2.65,0,Replicase polyprotein 1ab
CHEMBL5441563,CC(C)[C@@H](Nc1cc(N)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,'=',43824.0,nM,4.36,0.938,1.019,34.52,55.64,100.0,,346.46,2.59,0,Replicase polyprotein 1ab
CHEMBL5441982,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCO2,'=',51.0,nM,7.29,0.996,1.735,0.047,0.055,100.0,,452.54,3.33,0,Replicase polyprotein 1ab
CHEMBL5441408,C[C@H](C(=O)O)[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,'=',794.0,nM,6.1,0.884,0.932,0.443,1.425,100.0,,403.24,2.91,0,Replicase polyprotein 1ab
CHEMBL5441769,CC(C)[C@H](Nc1ncncc1-n1cncn1)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,398.49,2.59,0,Replicase polyprotein 1ab
CHEMBL5441414,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(n1)OCCO2,'=',67.0,nM,7.17,0.989,1.343,0.059,0.076,100.0,,430.47,3.21,0,Replicase polyprotein 1ab
CHEMBL5441415,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(n1)OCCO2,'=',18970.0,nM,4.72,0.977,1.006,15.84,22.73,100.0,,430.47,3.21,0,Replicase polyprotein 1ab
CHEMBL5441396,CC(C)[C@@H](Nc1ncnc2[nH]c(C(=O)N[C@@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',58.0,nM,7.24,0.999,1.402,0.056,0.061,100.0,,496.64,2.92,0,Replicase polyprotein 1ab
CHEMBL5441781,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccnn3C3CC3)cc12)c1ccc2c(c1)OCCO2,'=',1079.0,nM,5.97,0.983,1.016,0.884,1.318,100.0,,430.51,4.74,0,Replicase polyprotein 1ab
CHEMBL5441878,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(n1)NC(=O)CO2,'=',2710.0,nM,5.57,0.996,1.297,2.459,2.987,100.0,,338.37,2.49,0,Replicase polyprotein 1ab
CHEMBL5442121,Cn1ccc2c(C(=O)N[C@@H](CC(=O)O)c3ccc(Br)cc3)ccnc21,'=',36636.0,nM,4.44,0.954,1.052,29.48,45.54,100.0,,402.25,3.28,0,Replicase polyprotein 1ab
CHEMBL5441483,O=C(Nc1cccc2c(C(=O)N[C@@H](C(=O)O)c3ccc4c(c3)OCCO4)c[nH]c12)NC1CC1,'>',99500.0,nM,,0.935,1.341,,,100.0,Falls Outside The Dose Series,450.45,2.78,0,Replicase polyprotein 1ab
CHEMBL5441800,COc1cc(Nc2ccc([C@@H](CC(=O)O)NC(=O)c3ncnc4[nH]ccc34)cc2)n[nH]1,'=',7569.0,nM,5.12,0.965,1.236,5.742,9.977,100.0,,421.42,2.38,0,Replicase polyprotein 1ab
CHEMBL5441964,CC(=O)Nc1ccc(C(=O)Nc2ncnc3[nH]c(C)c(C)c23)cc1Cl,'>',99500.0,nM,,0.449,0.728,,,100.0,Falls Outside The Dose Series,357.8,3.44,0,Replicase polyprotein 1ab
CHEMBL5441831,Cc1[nH]c2ncnc(NC(=O)[C@@H]3Cc4ccccc4CO3)c2c1C,'>',99500.0,nM,,0.901,0.903,,,100.0,Falls Outside The Dose Series,322.37,2.65,0,Replicase polyprotein 1ab
CHEMBL5442115,CC(C)[C@@H](NC(=O)c1ccnc(-n2ccnc2)c1)c1ccc2c(c1)OCCO2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,378.43,3.17,0,Replicase polyprotein 1ab
CHEMBL5442151,N#CC[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,370.21,3.11,0,Replicase polyprotein 1ab
CHEMBL5442024,CC(C)[C@@H](Nc1cc(-n2nccn2)ncn1)c1ccc2c(c1)S(=O)(=O)CCC2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,398.49,2.59,0,Replicase polyprotein 1ab
CHEMBL5441774,O=C(Nc1cccc2c(C(=O)Nc3cc4c(cc3C(=O)O)OCCO4)c[nH]c12)NC1CC1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,436.42,3.17,0,Replicase polyprotein 1ab
CHEMBL5441965,O=C(O)C[C@@H](NC(=O)c1c[nH]c2ncncc12)c1ccc(NCC2=NO[C@@H]3COC[C@H]23)cc1,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,450.46,1.72,0,Replicase polyprotein 1ab
CHEMBL5441511,CC(C)[C@@H](Nc1ncnc2[nH]c3cc(F)ccc3c12)c1ccc2c(c1)OCCO2,'=',8537.0,nM,5.07,0.99,1.318,7.394,9.856,100.0,,392.43,4.83,0,Replicase polyprotein 1ab
CHEMBL5441744,COc1ccc([C@@H](Nc2ncnc3[nH]ccc23)C(C)C)cc1OC,'>',99500.0,nM,,0.771,1.636,,,100.0,Falls Outside The Dose Series,326.4,3.78,0,Replicase polyprotein 1ab
CHEMBL5441948,O=C(O)C[C@@H](NC(=O)c1ccc(NC(=O)NC2CC2)cc1)C1CCOCC1,'>',99500.0,nM,,0.347,2.389,,,100.0,Falls Outside The Dose Series,375.43,1.97,0,Replicase polyprotein 1ab
CHEMBL5441677,C[C@@H](Nc1ncnc2[nH]ccc12)[C@@H]1CCCCO1,'>',99500.0,nM,,0.14,2.878,,,100.0,Falls Outside The Dose Series,246.31,2.33,0,Replicase polyprotein 1ab
CHEMBL5441502,CNC(=O)c1ccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)cc1,'=',9067.0,nM,5.04,0.967,1.097,6.862,11.98,100.0,,367.37,1.26,0,Replicase polyprotein 1ab
CHEMBL5441807,CC(C)[C@@H](Nc1ncc2c(n1)CCCC2)c1ccc2c(c1)OCCO2,'>',99500.0,nM,,,,,,,Falls Outside The Dose Series,339.44,3.94,0,Replicase polyprotein 1ab
CHEMBL5441940,c1nc(N[C@@H](C2CC2)[C@@H]2CCCOC2)c2cc[nH]c2n1,'>',99500.0,nM,,0.72,1.048,,,100.0,Falls Outside The Dose Series,272.35,2.58,0,Replicase polyprotein 1ab
CHEMBL5442074,O[C@H]1CCCC[C@@H]1Nc1ncnc2[nH]ccc12,'=',64688.0,nM,4.19,0.762,1.342,41.65,100.48,100.0,,232.29,1.67,0,Replicase polyprotein 1ab
CHEMBL5442126,COc1ccc([C@H](CC(=O)O)NC(=O)c2ccc(NC(=O)NC3CC3)cc2)cc1,'=',51166.0,nM,4.29,0.977,1.134,42.99,60.9,100.0,,397.43,2.92,0,Replicase polyprotein 1ab
CHEMBL5442126,COc1ccc([C@H](CC(=O)O)NC(=O)c2ccc(NC(=O)NC3CC3)cc2)cc1,'=',38113.0,nM,4.42,0.986,1.043,33.87,42.89,100.0,,397.43,2.92,0,Replicase polyprotein 1ab
CHEMBL5441602,CS(=O)(=O)Nc1cccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)c1,'=',38643.0,nM,4.41,0.968,1.263,32.4,46.1,100.0,,403.42,1.28,0,Replicase polyprotein 1ab
CHEMBL5441935,CC(=O)Nc1cccc([C@@H](CC(=O)O)NC(=O)c2ncnc3[nH]ccc23)c1,'=',20661.0,nM,4.68,0.984,1.079,17.85,23.92,100.0,,367.37,1.86,0,Replicase polyprotein 1ab
CHEMBL5442142,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc(C(F)(F)F)cc1,'=',46186.0,nM,4.33,0.978,1.152,39.99,53.34,100.0,,334.35,4.79,0,Replicase polyprotein 1ab
CHEMBL5442142,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc(C(F)(F)F)cc1,'=',37198.0,nM,4.43,0.962,1.41,31.15,44.42,100.0,,334.35,4.79,0,Replicase polyprotein 1ab
CHEMBL5441407,CC(C)[C@@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)NC(=O)CO2,'=',700.0,nM,6.16,0.992,1.132,0.606,0.809,100.0,,337.38,3.1,0,Replicase polyprotein 1ab
CHEMBL5441394,CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',31.0,nM,7.51,0.992,2.072,0.028,0.033,100.0,,493.59,2.84,0,Replicase polyprotein 1ab
CHEMBL5441429,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',7011.0,nM,5.15,0.935,1.581,4.742,10.37,100.0,,493.59,2.84,0,Replicase polyprotein 1ab
CHEMBL5441395,Cc1nn(C)cc1-c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,'=',14.0,nM,7.85,0.975,2.002,0.013,0.016,100.0,,464.6,4.2,0,Replicase polyprotein 1ab
CHEMBL5441395,Cc1nn(C)cc1-c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,'=',28.0,nM,7.55,0.987,1.762,0.025,0.031,100.0,,464.6,4.2,0,Replicase polyprotein 1ab
CHEMBL5441388,CCNC(=O)c1cc2c(N[C@@H](c3ccc4c(c3)S(=O)(=O)CCO4)C(C)C)ncnc2[nH]1,'=',90.0,nM,7.05,0.991,1.29,0.079,0.103,100.0,,443.53,2.68,0,Replicase polyprotein 1ab
CHEMBL5441426,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3cncc(S(C)(=O)=O)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',57.0,nM,7.24,0.981,1.44,0.048,0.067,100.0,,525.66,3.95,1,Replicase polyprotein 1ab
CHEMBL5441776,CC(C)[C@@H](Nc1ncnc2[nH]c(C3=CCOC3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',114.0,nM,6.94,0.996,1.648,0.105,0.124,100.0,,438.55,3.9,0,Replicase polyprotein 1ab
CHEMBL5441829,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc(S(C)(=O)=O)nc3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',49.0,nM,7.31,0.969,1.142,0.039,0.062,100.0,,525.66,3.95,1,Replicase polyprotein 1ab
CHEMBL5441829,CC(C)[C@@H](Nc1ncnc2[nH]c(-c3ccc(S(C)(=O)=O)nc3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,'=',94.0,nM,7.03,0.869,1.341,0.06,0.148,100.0,,525.66,3.95,1,Replicase polyprotein 1ab
